title_f,title_r,sentiment_f_transformers,sentiment_r_transformers,sentiment_f_textblob,sentiment_r_textblob,sentiment_f_natural,sentiment_r_natural,sentiment_f_sentiment,sentiment_r_sentiment,heuristics
ICE Detainer Issued for Suspected Wine Country Arsonist in Sonoma Jail,Breitbart’s False and inflammatory claim about deadly Wine Country fires,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced,Fake news site claims Hillary Clinton flies to Ukraine ahead of indictments,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Breaking: Mar-A-Lago Destroyed By Irma-Jared Kushner Still Missing,"No, Jared Kushner is not missing after Hurricane Irma demolished Mar-a-Lago",NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
BREAKING: US comedian Kevin Hart in critical condition after gory car crash,"Comedian Kevin Hart’s confession is real, but car crash report is fake news",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Obama Secretly Flees US – Leaves Stunning Evidence Behind,"No, Barack Obama did not flee the country because of criminal activity",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,True
All Citizens Who Want to Receive Gvt Benefits Must Agree to Be Microchipped in the Near Future,No evidence for website's claim about microchipping government benefits recipients,NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: Malia Obama SUSPENDED After Racist Anti-White Attack Goes Viral,Fake story says Malia Obama suspended from Harvard,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Obama Announces Bid To Become UN Secretary General – Usa News,"No, Barack Obama did not announce bid for United Nations secretary-general",POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline","No, British Intelligence didn't seize $400 million from Clinton Foundation",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Clinton Email: We Must Destroy Syria For Israel,Hoax claims Hillary Clinton is responsible for war in Syria,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Archbishop Desmond Tutu dies while holidaying in Texas,Website falsely claims Desmond Tutu died in Texas,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State,"No, Denzel Washington didn't praise Trump for averting war with Russia",POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
Did Kevin Bacon really say we're 'blessed' with Trump presidency?,"No, Kevin Bacon did not say 'we are blessed' to have Donald Trump as president",NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts,"No, majority of states did not ban Sharia law",POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,True
"Russian source behind Trump dossier killed in Russian plane crash, Rosatom CFO also dead. : conspiracy",Fake news claims two Russian officials dead in plane crash,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"Michelle Obama: ‘Florida Shooting Is Clearly Trump’s Fault, These Shootings Are Happening Constantly Since He Became Our President.We Must Protect Our Children From This Tyrant”Do You Support Her?’",Fake news says Michelle Obama blamed Donald Trump for Florida shooting,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,"No, Trump did not declare George Soros a security threat",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
Trump Vows to End Winter Heating Assistance for Elderly and Disabled – Our Voice,Headline misleads about Trump's budget proposal and heating program for poor,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Actress Sandra Bullock to Hillary Clinton if You Don't Like Our President You Can Leave and Never Come Back Again You Are One Jealous Woman Who Ls Nothing to Compare With Trump I Hope He Will Arrest Y,"No, Sandra Bullock didn't disparage Hillary Clinton",NEGATIVE,POSITIVE,NEUTRAL,POSITIVE,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,True
Queen Elizabeth Removes Obamas from Royal Wedding Guest List,No proof that Queen Elizabeth removed Obamas from Prince Harry's wedding guest list,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,True
Delta Force Raids Obama Stronghold in Thailand,Fake news: military raided Obama's compound in Thailand with Trump's permission,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
First Indictment Issued In Russian Bribery Case Tied To Obama-Era Uranium One Deal,"No, Uranium One investigation has not led to an indictment",NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
Bill Clinton’s Hitman Confesses On His Deathbed (SOURCE: HANNITY),Fake news story says hitman for Bill Clinton confesses,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,Fake story says elderly man shot Muslims in self defense,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Mueller Will Be Forced To Resign Over Pelosi Affair,"Headline says Mueller-Pelosi affair is 'steamy,' but it's fake news",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Iranian Official Drops Bombshell: Obama Secretly Gave Citizenship to 2500 Iranians as Part of Nuke Deal,"No evidence that Obama secretly granted citizenship to 2,500 Iranians as part of nuclear agreement",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Broward County Sheriff Fired For Lying About Parkland,"No, Broward Sheriff Scott Israel was not fired by Gov. Rick Scott",NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST president…They forgot…..",Fake headline says New York Times said Trump would make the best president in 1984,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,It's not true that Clint Eastwood soon to leave millions to Trump 2020 campaign,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,No evidence woman who died in home explosion was to testify against Clintons,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,True
"ABC News Joins Obama In Ban Of American Flag Lapel Pins, Here’s What You Need To Know","No, ABC News did not recently ban American flag pins on TV",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",Website falsely claims Fox announced plans to pick up 'Roseanne' show,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: Mike Huckabee Just Fired!,No evidence that Trump ally Mike Huckabee was fired,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,True
Investigators: Anthony Bourdain Was Killed By Clinton Operatives,Clickbait headline wrongly blames Clintons for Anthony Bourdain's death,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Senate Report Admits Clinton ‘Gifted’ Children To Human Traffickers,False headline wrongly links Hillary Clinton to former government shortcomings on immigration,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BUSTED: Obama is Holding Secret Meetings to OVERTAKE the White House,Website touts misleading headline about Obama plotting White House takeover,NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,False
A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her,"No, a Trump supporter did not try to murder Rep. Maxine Waters following Trump 'threat'",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
Twitter Caught Leaking Donald Trump's Private Messages in Undercover Sting,Website falsely claimed Twitter caught leaking private Trump messages to the Justice Department,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Keanu on Trump travel ban: 'just terrible',"No, Keanu Reeves did not call Donald Trump a ‘role model’ for American youth",NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Kushner And Wife Ivanka Trump Were Tossed Out Of The White House — And Donald Is Cutting Them Out Of His Will!,"No, Trump didn't fire Jared Kushner and Ivanka",NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,Fake news circulates death hoax about Saoirse Ronan,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"80% of black men in Atlanta are Homosexuals, study says","No, study did not find that 80 percent of black men in Atlanta are gay",NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…,Internet hoax claims that investigators working for Trey Gowdy were found dead,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years! – Let The Riots ERUPT!,Donald Trump 'just ended welfare' for immigrants? That's False,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Robert Redford Says: Michelle And Barack Obama Should Get Five Years In Prison,"No, Robert Redford didn't say Michelle and Barack Obama should go to prison",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS,Obama raided by the FBI? Not so fast,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False
"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",Fake story says CNN fired journalist for making fun of Trump's spokeswoman,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
‘Smallville’ Star Confesses She Sold Children To Rothschilds And Clintons,Smallville actress didn't confess to selling children to Clintons,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False
BREAKING: CZECH REPUBLIC ARMS CITIZENS – “YOU CAN NOW SHOOT TERRORISTS ON SIGHT”,"Headline says Czech Republic armed citizens to shoot terrorists, but that's False",NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: Hillary Clinton Killed In Monster Truck Mishap,Headline that Hillary Clinton killed by monster truck is fake news,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Breaking: 3 liberal celebrities arrested for conspiracy to assassinate President Trump,"No, celebrities were not arrested trying to assassinate Trump",NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
BREAKING: 3 Liberal Celebrities Arrested For Conspiracy To Assassinate President Trump,"No, celebrities were not arrested trying to assassinate Trump",NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
Melania Just Hit Donald Trump With Shocking Announcement He Never Saw Coming,Website falsely claims Melania Trump made 'shocking announcement' to Donald Trump,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,"No, Eric Schneiderman didn't sell child sex slaves to Clintons",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
Trump Votes For Death Penalty For Being Gay,"No, Trump didn't vote for death penalty for gay people",NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
"OFFICIAL: Rudy Giuliani Officially Resigns, Trump’s Legal Team on Its Last Leg","No, Rudy Giuliani didn't quit Donald Trump legal team",NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: Santa Fe Killer Confesses His Love For Obama,No evidence Santa Fe killer expressed love for Obama,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,"No, Hillary Clinton isn't furious at Melania Trump over hospital gift",NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,"No, CNN isn't closing after ratings drop",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,True
"Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'","No, Brad Pitt didn’t say that Trump is not my president",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!,Online story gets details wrong about informant payment in Trump Russia probe,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,False
USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!,"No, a German submarine wasn't just discovered in Great Lakes",NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Police Find 19 White Female Bodies In Freezers With “Black Lives Matter” Carved Into Skin,That fake story connecting dead bodies and Black Lives Matter is back,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"L.A.’s Elite Cannibal Restaurant Boasts Katy Perry, Meryl Streep, Chelsea Clinton As Members",Fact check: Los Angeles “Cannibal Club” is an old hoax,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Bill Gates Outlines 2018 Plan To Depopulate The Planet,"No, Bill Gates does not plan to depopulate the earth with vaccinations.",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
Gwen Stefani Says It's 'Pretty Cute' When People Mistakenly Call Blake Shelton Her Husband,Gwen Stefani Addresses Rumors That She & Blake Shelton Are Calling Off Their Wedding,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
President Trump Just Saved Christmas For 13 Million Retirees,Not real: President Trump Just Saved Christmas For 13 Million Retirees,POSITIVE,POSITIVE,POSITIVE,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Kim Kardashian Baby Name Shocker! Star Fights With Pregnant Kylie Over What To Call Daughter,Kim Kardashian hits out at ‘fake stories’ amid Kylie Jenner pregnancy rumours,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
US report: Jennifer Aniston pregnant with Brad Pitt's baby,"Jennifer Aniston NOT Pregnant With Brad Pitt’s Baby, Despite Report",POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",PunditFact: Donald Trump did not give every working American $612 through stimulus program,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
The picture that proves Meghan Markle and Prince Harry aren't having children quite yet,Baby Archie Is Adorable in New Photos With Meghan Markle and Prince Harry,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
"Caitlyn Jenner confirms Kylie, 20, IS expecting a baby","Kylie Jenner Isn't Pregnant With Baby #2, Sources Say",POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False
Brad and Ange back together, Brad Pitt and Angelina Jolie NOT getting back together reveals ‘close family friend’ after rumours they had reunited,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
What! Brad Pitt is smitten by a young Angelina Jolie-lookalike?,"Brad Pitt is NOT dating Angelina Jolie lookalike, Ella Purnell, 21, after being linked to the Brit actress in his new TV series",NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False
"Jennifer Aniston and Brad Pitt Could Soon Be Having a Baby: ""They're Ready"" (EXCLUSIVE)",The Real Reason Jennifer Aniston Didn't Have Kids With Brad Pitt,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
HollywoodLife Flips-Flops On John Cena Wanting Children With Nikki Bella,John Cena has explained why he'll never have kids,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
US report: Mary-Kate Olsen pregnant,Rep says Mary-Kate Olsen not pregnant,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
Are Stella Maxwell & Kristen Stewart Still Dating? Here's Everything We Know,Kristen Stewart and Stella Maxwell Split: What Went Wrong? (Exclusive),POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False
Fans Say Footage Shows Miley Cyrus Has A Baby Bump,"Miley Cyrus Is Not Pregnant Despite Rumors, Rep Tells Us",POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Kate Middleton Really Wants to Get Pregnant With Baby No. 3 but Prince William Is Not Having It (EXCLUSIVE),Kate Middleton and Prince William Have Welcomed Their Third Child,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Is Meghan Markle Already Pregnant? The Evidence Speaks for Itself,Meghan Markle Fake Pregnancy Conspiracies Are Flooding Twitter and YouTube,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,True
Story About The Weeknd Sending Bella Hadid Flowers Before Victoria’s Secret Fashion Show Is Made Up,The Weeknd reportedly sent Bella Hadid flowers to celebrate her Victoria's Secret return,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,False
Alexandra Daddario Slams Rumors She’s Still Dating Zac Efron — What Happened?,Zack Efron is dating Alexandra Daddario,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
Is Billy Bush Begging To Be On ‘DWTS 2017?’ [UPDATE],"No, Dancing With the Stars Apparently Isn’t Recruiting Billy Bush",NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,True
Are Blac Chyna And Drake Dating? Everything We Know So Far,"DRAKE, BLAC CHYNA NOT DATING, DESPITE REPORTS",POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False
Hugh Jackman reportedly ‘flips out’ off-camera after losing best actor to James Franco,"HUGH JACKMAN DID NOT ""FLIP OUT"" AFTER LOSING GOLDEN GLOBE TO JAMES FRANCO, DESPITE REPORT",NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,False
"Two years on, here’s why the Brad Pitt-Angelina Jolie divorce isn’t final yet",Brad Pitt and Angelina Jolie’s Divorce ‘Is Final’ After 7 Years of Fighting: ‘A Huge Victory for Brad’,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,NEUTRAL,False
Sick’ Pedophiles ‘Control’ the Music Industry,Katy Perry Did Not Say “‘Sick’ Pedophiles ‘Control’ The Music Industry”,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,False
"Justin Bieber Wants To Act, So He Asked Adam Sandler and David Spade For Advice","Adam Sandler Confirms Justin Bieber Didn’t Ask For Acting Advice, Says Singer Is ‘Funny As Hell’ [Opinion]",NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
Katie Holmes pregnant with Jamie Foxx’s child at Met Gala: rumors,Katie Holmes isn't pregnant with Jamie Foxx’s baby and there's no wedding,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False
JayZ Secretly Gay  Ridiculous Speculation,Jay-Z reveals gay secret,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,False
BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs,"No, Jaguars NFL team didn't declare bankruptcy after players took a knee",NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
Putin says: ‘Pope Francis Is Not A Man Of God’ | Must-See !!,Bloggers push fake story that Vladimir Putin said Pope Francis is 'not a man of God' ,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
New York Man Wanted For Infecting 240 Men And Women With HIV!!!,Story about man spreading HIV to more than 200 people is fake,NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Target to Discontinue Sale of Holy Bible,Target IS NOT To Discontinue Sale Of Holy Bible - They Don't Sell It,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,False
Youngest World Leader Bans George Soros’s Foundations From Austria,Did Austria's Sebastian Kurz ban George Soros' organization? That's fake news,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Gretchen Carlson: “The 2nd Amendment Was Written Before Guns Were Invented”,"No, Gretchen Carlson didn't say 2nd Amendment written before guns invented ",NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
"Pope Francis At Mass: ‘Jesus Is Metaphorical, Not Literal’","Pope never said Jesus was a metaphor, as dodgy site claims",POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,POSITIVE,POSITIVE,NEUTRAL,NEUTRAL,False
Black Men Arrested In Philadelphia Starbucks Settle For $2 Million,False Headline in Philly Starbucks Settlement,POSITIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
BREAKING: Nancy Pelosi To Resign After New Revelations – NRTOnline,"No, House Minority leader Nancy Pelosi is not resigning",NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
Clinton Campaign official arrested by FBI on child rape/trafficking charges,Man sentenced for child sex crimes did not work for Clinton campaign,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
NRA President Jim Porter:Its Only A Matter Of Time Before We Can Own Colored People,"NRA President Jim Porter Falsely Accused of Saying, “It’s Only A Matter Of Time Before We Can Own Colored People Again”",NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
"NYC: PHYSICIAN and Wife Jump To Death…Leave Kids Behind Because They “Can’t Afford The Health Care” Only Hours After McCain, Murkowski, Collins and EVERY Democrat Voted To Keep Obamacare -",Blog posts don't update bad details about couple's suicide over health care,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
Snapchat is shutting down!,"Fact check: Snapchat had temporary login outage, did not permanently shut down",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEUTRAL,NEGATIVE,NEUTRAL,NEUTRAL,False
CNN host Fareed Zakaria calls for jihad rape of white women,FALSE: CNN Host Fareed Zakaria calls for Jihad Rape of White Women,NEGATIVE,NEGATIVE,POSITIVE,NEUTRAL,NEGATIVE,NEGATIVE,NEUTRAL,NEUTRAL,True
Could Trump Win The Nobel Peace Prize? Peace in Korean Peninsula Would Be Significant Foreign Policy Achievement,Trump’s Nobel Nonsense,POSITIVE,NEGATIVE,NEUTRAL,NEGATIVE,POSITIVE,NEGATIVE,NEUTRAL,NEUTRAL,False
BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,Fake News: NO Illegal Muslim From Iran Arrested For Starting California Wildfire,NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,POSITIVE,NEUTRAL,NEUTRAL,True
